energy_type,country,year,consommation
Natural gas,Finland,2021,773.015
Natural gas,Finland,2022,610.496
Natural gas,France,2011,30092.411
Natural gas,France,2012,32011.205
Natural gas,France,2013,33257.997
Natural gas,France,2014,27929.303
Natural gas,France,2015,28656.901
Natural gas,France,2016,30062.308
Natural gas,France,2017,29262.621
Natural gas,France,2018,28780.164
Natural gas,France,2019,28263.237
Natural gas,France,2020,26468.555
Natural gas,France,2021,28855.805
Natural gas,France,2022,24688.037
Natural gas,Georgia,2013,1020.703
Natural gas,Georgia,2014,1232.854
Natural gas,Georgia,2015,1289.483
Natural gas,Georgia,2016,1291.354
Natural gas,Georgia,2017,1406.288
Natural gas,Georgia,2018,1392.751
Natural gas,Georgia,2019,1517.518
Natural gas,Georgia,2020,1575.896
Natural gas,Georgia,2021,1776.734
Natural gas,Georgia,2022,2021.021
Natural gas,Croatia,2011,1183.684
Natural gas,Croatia,2012,1050.731
Natural gas,Croatia,2013,993.272
Natural gas,Croatia,2014,938.22
Natural gas,Croatia,2015,977.236
Natural gas,Croatia,2016,1031.003
Natural gas,Croatia,2017,1081.412
Natural gas,Croatia,2018,1075.985
Natural gas,Croatia,2019,1094.6
Natural gas,Croatia,2020,1100.12
Natural gas,Croatia,2021,1163.156
Natural gas,Croatia,2022,1048.174
Natural gas,Hungary,2011,5842.734
Natural gas,Hungary,2012,5060.168
Natural gas,Hungary,2013,5333.749
Natural gas,Hungary,2014,5002.236
Natural gas,Hungary,2015,5293.358
Natural gas,Hungary,2016,5539.94
Natural gas,Hungary,2017,5709.351
Natural gas,Hungary,2018,5570.077
Natural gas,Hungary,2019,5481.406
Natural gas,Hungary,2020,5689.875
Natural gas,Hungary,2021,6084.179
Natural gas,Hungary,2022,5198.968
Natural gas,Ireland,2011,1502.72
Natural gas,Ireland,2012,1621.092
Natural gas,Ireland,2013,1628.083
Natural gas,Ireland,2014,1615.904
Natural gas,Ireland,2015,1711.458
Natural gas,Ireland,2016,1790.185
Natural gas,Ireland,2017,1817.524
Natural gas,Ireland,2018,1957.696
Natural gas,Ireland,2019,1968.477
Natural gas,Ireland,2020,1953.468
Natural gas,Ireland,2021,1939.818
Natural gas,Ireland,2022,1800.619
Natural gas,Iceland,2011,0
Natural gas,Iceland,2012,0
Natural gas,Iceland,2013,0
Natural gas,Iceland,2014,0
Natural gas,Iceland,2015,0
Natural gas,Iceland,2016,0
Natural gas,Iceland,2017,0
Natural gas,Iceland,2018,0
Natural gas,Iceland,2019,0
Natural gas,Iceland,2020,0
Natural gas,Iceland,2021,0
Natural gas,Italy,2011,35534.544
Natural gas,Italy,2012,35450.387
Natural gas,Italy,2013,35222.27
Natural gas,Italy,2014,30902.709
Natural gas,Italy,2015,32983.835
Natural gas,Italy,2016,33237.016
Natural gas,Italy,2017,33921.458
Natural gas,Italy,2018,33628.571
Natural gas,Italy,2019,33042.585
Natural gas,Italy,2020,31807.236
Natural gas,Italy,2021,36585.104
Natural gas,Italy,2022,31572.198
Natural gas,Lithuania,2011,603.805
Natural gas,Lithuania,2012,617.992
Natural gas,Lithuania,2013,552.042
Natural gas,Lithuania,2014,522.034
Natural gas,Lithuania,2015,518.938
Natural gas,Lithuania,2016,551.268
Natural gas,Lithuania,2017,569.827
Natural gas,Lithuania,2018,596.943
Natural gas,Lithuania,2019,584.104
Natural gas,Lithuania,2020,582.797
Natural gas,Lithuania,2021,647.936
Natural gas,Lithuania,2022,585.775
Natural gas,Luxembourg,2011,600.735
Natural gas,Luxembourg,2012,611.251
Natural gas,Luxembourg,2013,601.281
Natural gas,Luxembourg,2014,574.63
Natural gas,Luxembourg,2015,602.274
Natural gas,Luxembourg,2016,633.094
Natural gas,Luxembourg,2017,623.545
Natural gas,Luxembourg,2018,623.441
Natural gas,Luxembourg,2019,623.363
Natural gas,Luxembourg,2020,564.292
Natural gas,Luxembourg,2021,607.539
Natural gas,Luxembourg,2022,478.472
Natural gas,Latvia,2011,396.797
Natural gas,Latvia,2012,402.365
Natural gas,Latvia,2013,343.616
Natural gas,Latvia,2014,326.655
Natural gas,Latvia,2015,316.531
Natural gas,Latvia,2016,321.257
Natural gas,Latvia,2017,328.006
Natural gas,Latvia,2018,344.481
Natural gas,Latvia,2019,323.605
Natural gas,Latvia,2020,322.927
Natural gas,Latvia,2021,351.489
Natural gas,Latvia,2022,297.519
Natural gas,Moldova,2011,424.914
Natural gas,Moldova,2012,396.174
Natural gas,Moldova,2013,351.376
Natural gas,Moldova,2014,347.614
Natural gas,Moldova,2015,353.697
Natural gas,Moldova,2016,376.397
Natural gas,Moldova,2017,385.912
Natural gas,Moldova,2018,437.745
Natural gas,Moldova,2019,422.848
Natural gas,Moldova,2020,439.638
Natural gas,Moldova,2021,532.911
Natural gas,Moldova,2022,397.377
Natural gas,Montenegro,2011,0
Natural gas,Montenegro,2012,0
Natural gas,Montenegro,2013,0
Natural gas,Montenegro,2014,0
Natural gas,Montenegro,2015,0
Natural gas,Montenegro,2016,0
Natural gas,Montenegro,2017,0
Natural gas,Montenegro,2018,0
Natural gas,Montenegro,2019,0
Natural gas,Montenegro,2020,0
Natural gas,Montenegro,2021,0
Natural gas,Montenegro,2022,0
Natural gas,North Macedonia,2011,43.659
Natural gas,North Macedonia,2012,22.592
Natural gas,North Macedonia,2013,26.978
Natural gas,North Macedonia,2014,33.641
Natural gas,North Macedonia,2015,31.492
Natural gas,North Macedonia,2016,38.049
Natural gas,North Macedonia,2017,44.088
Natural gas,North Macedonia,2018,43.341
Natural gas,North Macedonia,2019,43.149
Natural gas,North Macedonia,2020,43.948
Natural gas,North Macedonia,2021,52.462
Natural gas,North Macedonia,2022,43.289
Natural gas,Malta,2011,0
Natural gas,Malta,2012,0
Natural gas,Malta,2013,0
Natural gas,Malta,2014,0
Natural gas,Malta,2015,0
Natural gas,Malta,2016,0
Natural gas,Malta,2017,0
Natural gas,Malta,2018,0
Natural gas,Malta,2019,0
Natural gas,Malta,2020,0
Natural gas,Malta,2021,0
Natural gas,Malta,2022,0
Natural gas,Netherlands,2011,18060.356
Natural gas,Netherlands,2012,18959.183
Natural gas,Netherlands,2013,19482.028
Natural gas,Netherlands,2014,15987.856
Natural gas,Netherlands,2015,16949.159
Natural gas,Netherlands,2016,17501.474
Natural gas,Netherlands,2017,17355.558
Natural gas,Netherlands,2018,17206.23
Natural gas,Netherlands,2019,16627.041
Natural gas,Netherlands,2020,15884.357
Natural gas,Netherlands,2021,17121.426
Natural gas,Netherlands,2022,13843.345
Natural gas,Norway,2011,338.259
Natural gas,Norway,2012,410.217
Natural gas,Norway,2013,418.533
Natural gas,Norway,2014,415.956
Natural gas,Norway,2015,416.851
Natural gas,Norway,2016,411.319
Natural gas,Norway,2017,447.585
Natural gas,Norway,2018,404.523
Natural gas,Norway,2019,438.048
Natural gas,Norway,2020,376.497
Natural gas,Norway,2021,402.708
Natural gas,Norway,2022,377.42
Natural gas,Poland,2011,8537.016
Natural gas,Poland,2012,8762.21
Natural gas,Poland,2013,8883.749
Natural gas,Poland,2014,8347.893
Natural gas,Poland,2015,8489.553
Natural gas,Poland,2016,9225.473
Natural gas,Poland,2017,9185.45
Natural gas,Poland,2018,9268.364
Natural gas,Poland,2019,9323.205
Natural gas,Poland,2020,9235.656
Natural gas,Poland,2021,10775.3
Natural gas,Poland,2022,9679.114
Natural gas,Portugal,2011,1643.766
Natural gas,Portugal,2012,1614.897
Natural gas,Portugal,2013,1566.681
Natural gas,Portugal,2014,1547.721
Natural gas,Portugal,2015,1614.736
Natural gas,Portugal,2016,1635.545
Natural gas,Portugal,2017,1740.837
Natural gas,Portugal,2018,1803.923
Natural gas,Portugal,2019,1814.878
Natural gas,Portugal,2020,1692.837
Natural gas,Portugal,2021,1871.611
Natural gas,Portugal,2022,1696.235
Natural gas,Romania,2011,6101.849
Natural gas,Romania,2012,5977.429
Natural gas,Romania,2013,5681.126
Natural gas,Romania,2014,5466.23
Natural gas,Romania,2015,5299.291
Natural gas,Romania,2016,5203.912
Natural gas,Romania,2017,5640.438
Natural gas,Romania,2018,5755.425
Natural gas,Romania,2019,5626.161
Natural gas,Romania,2020,5846.885
Natural gas,Romania,2021,6550.678
Natural gas,Romania,2022,5379.734
Natural gas,Serbia,2011,908.598
Natural gas,Serbia,2012,918.831
Natural gas,Serbia,2013,1002.128
Natural gas,Serbia,2014,675.774
Natural gas,Serbia,2015,743.9
Natural gas,Serbia,2016,790.445
Natural gas,Serbia,2017,943.221
Natural gas,Serbia,2018,1037.949
Natural gas,Serbia,2019,915.242
Natural gas,Serbia,2020,845.9
Natural gas,Serbia,2021,1092.014
Natural gas,Serbia,2022,1133.034
Natural gas,Sweden,2011,566.702
Natural gas,Sweden,2012,594.411
Natural gas,Sweden,2013,496.367
Natural gas,Sweden,2014,528.654
Natural gas,Sweden,2015,568.422
Natural gas,Sweden,2016,460.533
Natural gas,Sweden,2017,355.723
Natural gas,Sweden,2018,464.954
Natural gas,Sweden,2019,475.195
Natural gas,Sweden,2020,471.085
Natural gas,Sweden,2021,458.477
Natural gas,Sweden,2022,446.684
Natural gas,Slovenia,2011,578.095
Natural gas,Slovenia,2012,547.291
Natural gas,Slovenia,2013,540.628
Natural gas,Slovenia,2014,518.057
Natural gas,Slovenia,2015,557.954
Natural gas,Slovenia,2016,598.388
Natural gas,Slovenia,2017,610.331
Natural gas,Slovenia,2018,597.578
Natural gas,Slovenia,2019,591.747
Natural gas,Slovenia,2020,579.049
Natural gas,Slovenia,2021,616.623
Natural gas,Slovenia,2022,555.025
Natural gas,Slovakia,2011,2933.126
Natural gas,Slovakia,2012,2821.496
Natural gas,Slovakia,2013,2996.303
Natural gas,Slovakia,2014,2468.917
Natural gas,Slovakia,2015,2480.267
Natural gas,Slovakia,2016,2559.652
Natural gas,Slovakia,2017,2749.549
Natural gas,Slovakia,2018,2648.119
Natural gas,Slovakia,2019,2564.876
Natural gas,Slovakia,2020,2427.134
Natural gas,Slovakia,2021,2701.016
Natural gas,Slovakia,2022,2448.746
Natural gas,Türkiye,2011,17418.551
Natural gas,Türkiye,2012,17856.707
Natural gas,Türkiye,2013,18875.903
Natural gas,Türkiye,2014,19413.822
Natural gas,Türkiye,2015,21151.806
Natural gas,Türkiye,2016,21150.86
Natural gas,Türkiye,2017,24763.11
Natural gas,Türkiye,2018,24057.437
Natural gas,Türkiye,2019,25372.946
Natural gas,Türkiye,2020,25983.33
Natural gas,Türkiye,2021,29030.877
Natural gas,Türkiye,2022,29065.27
Natural gas,Ukraine,2011,24550.774
Natural gas,Ukraine,2012,21703.783
Natural gas,Ukraine,2013,20956.728
Natural gas,Ukraine,2014,18317.218
Natural gas,Ukraine,2015,13796.561
Natural gas,Ukraine,2016,13896.797
Natural gas,Ukraine,2017,13802.721
Natural gas,Ukraine,2018,13717.501
Natural gas,Ukraine,2019,12017.984
Natural gas,Ukraine,2020,11007.828
Natural gas,United Kingdom,2011,38616.531
Natural gas,United Kingdom,2012,42167.777
Natural gas,United Kingdom,2013,42686.414
Natural gas,United Kingdom,2014,36384.367
Natural gas,United Kingdom,2015,37700.113
Natural gas,United Kingdom,2016,38664.196
Natural gas,United Kingdom,2017,37810.065
Natural gas,United Kingdom,2018,39474.713
Natural gas,United Kingdom,2019,39311.416
Natural gas,Kosovo*,2011,0
Natural gas,Kosovo*,2012,0
Natural gas,Kosovo*,2013,0
Natural gas,Kosovo*,2014,0
Natural gas,Kosovo*,2015,0
Natural gas,Kosovo*,2016,0
Natural gas,Kosovo*,2017,0
Natural gas,Kosovo*,2018,0
Natural gas,Kosovo*,2019,0
Natural gas,Kosovo*,2020,0
Natural gas,Kosovo*,2021,0
Natural gas,Kosovo*,2022,0
Heat,Albania,2011,0
Heat,Albania,2012,0
Heat,Albania,2013,0
Heat,Albania,2014,0
Heat,Albania,2015,0
Heat,Albania,2016,0
Heat,Albania,2017,0
Heat,Albania,2018,0
Heat,Albania,2019,0
Heat,Albania,2020,0
Heat,Albania,2021,0
Heat,Albania,2022,0
Heat,Austria,2011,1576.645
Heat,Austria,2012,1691.325
Heat,Austria,2013,1727.186
Heat,Austria,2014,1597.816
Heat,Austria,2015,1660.358
Heat,Austria,2016,1732.028
Heat,Austria,2017,1801.457
Heat,Austria,2018,1708.11
Heat,Austria,2019,1704.869
Heat,Austria,2020,1718.092
Heat,Austria,2021,1884.672
Heat,Austria,2022,1682.175
Heat,Bosnia and Herzegovina,2014,110.156
Heat,Bosnia and Herzegovina,2015,124.152
Heat,Bosnia and Herzegovina,2016,126.111
Heat,Bosnia and Herzegovina,2017,127.257
Heat,Bosnia and Herzegovina,2018,126.899
Heat,Bosnia and Herzegovina,2019,122.48
Heat,Bosnia and Herzegovina,2020,128.451
Heat,Bosnia and Herzegovina,2021,131.7
Heat,Bosnia and Herzegovina,2022,124.678
Heat,Belgium,2011,607.865
Heat,Belgium,2012,603.418
Heat,Belgium,2013,556.177
Heat,Belgium,2014,488.903
Heat,Belgium,2015,489.032
Heat,Belgium,2016,470.359
Heat,Belgium,2017,391.466
Heat,Belgium,2018,425.695
Heat,Belgium,2019,454.629
Heat,Belgium,2020,443.119
Heat,Belgium,2021,455.95
Heat,Belgium,2022,396.281
Heat,Bulgaria,2011,1040.317
Heat,Bulgaria,2012,985.215
Heat,Bulgaria,2013,907.208
Heat,Bulgaria,2014,901.834
Heat,Bulgaria,2015,817.976
Heat,Bulgaria,2016,783.032
Heat,Bulgaria,2017,658.588
Heat,Bulgaria,2018,539.889
Heat,Bulgaria,2019,540.902
Heat,Bulgaria,2020,552.021
Heat,Bulgaria,2021,575.219
Heat,Bulgaria,2022,555.745
Heat,Cyprus,2011,0.74
Heat,Cyprus,2012,0.74
Heat,Cyprus,2013,1.003
Heat,Cyprus,2014,1.075
Heat,Cyprus,2015,1.218
Heat,Cyprus,2016,1.194
Heat,Cyprus,2017,1.287
Heat,Cyprus,2018,1.286
Heat,Cyprus,2019,1.229
Heat,Cyprus,2020,0.887
Heat,Cyprus,2021,0.888
Heat,Cyprus,2022,0.959
Heat,Czechia,2011,2288
Heat,Czechia,2012,2322.108
Heat,Czechia,2013,2282.029
Heat,Czechia,2014,2010.103
Heat,Czechia,2015,2030.978
Heat,Czechia,2016,2105.283
Heat,Czechia,2017,2138.784
Heat,Czechia,2018,2070.133
Heat,Czechia,2019,2029.548
Heat,Czechia,2020,1980.026
Heat,Czechia,2021,2153.554
Heat,Czechia,2022,1973.915
Heat,Germany,2011,10010.008
Heat,Germany,2012,10221.721
Heat,Germany,2013,10385.402
Heat,Germany,2014,9148.849
Heat,Germany,2015,9593.89
Heat,Germany,2016,9780.931
Heat,Germany,2017,9806.2
Heat,Germany,2018,9567.784
Heat,Germany,2019,9637.551
Heat,Germany,2020,8940.599
Heat,Germany,2021,9834.647
Heat,Germany,2022,8803.287
Heat,Denmark,2011,2505.78
Heat,Denmark,2012,2572.657
Heat,Denmark,2013,2547.65
Heat,Denmark,2014,2315.181
Heat,Denmark,2015,2464.189
Heat,Denmark,2016,2552.373
Heat,Denmark,2017,2573.207
Heat,Denmark,2018,2567.621
Heat,Denmark,2019,2513.111
Heat,Denmark,2020,2447.704
Heat,Denmark,2021,2698.651
Heat,Denmark,2022,2465.999
Heat,Estonia,2011,474.778
Heat,Estonia,2012,490.589
Heat,Estonia,2013,466.036
Heat,Estonia,2014,438.951
Heat,Estonia,2015,430.615
Heat,Estonia,2016,472.366
Heat,Estonia,2017,475.877
Heat,Estonia,2018,481.633
Heat,Estonia,2019,464.46
Heat,Estonia,2020,461.211
Heat,Estonia,2021,479.197
Heat,Estonia,2022,500.005
Heat,Greece,2011,53.884
Heat,Greece,2012,45.118
Heat,Greece,2013,41.511
Heat,Greece,2014,49.513
Heat,Greece,2015,49.99
Heat,Greece,2016,39.744
Heat,Greece,2017,38.8
Heat,Greece,2018,40.894
Heat,Greece,2019,38.523
Heat,Greece,2020,39.944
Heat,Greece,2021,35.776
Heat,Greece,2022,27.383
Heat,Spain,2011,0
Heat,Spain,2012,0
Heat,Spain,2013,0
Heat,Spain,2014,0
Heat,Spain,2015,0
Heat,Spain,2016,0
Heat,Spain,2017,0
Heat,Spain,2018,0
Heat,Spain,2019,0
Heat,Spain,2020,0
Heat,Spain,2021,0
Heat,Spain,2022,0
Heat,Finland,2011,4061.694
Heat,Finland,2012,4292.252
Heat,Finland,2013,4075.499
Heat,Finland,2014,3982.708
Heat,Finland,2015,3830.491
Heat,Finland,2016,4113.691
Heat,Finland,2017,4031.838
Heat,Finland,2018,4012.969
Heat,Finland,2019,3924.477
Heat,Finland,2020,3628.786
Heat,Finland,2021,4129.216
Heat,Finland,2022,3858.747
Heat,France,2011,2886.581
Heat,France,2012,3049.62
Heat,France,2013,3168.688
Heat,France,2014,2786.056
Heat,France,2015,3097.651
Heat,France,2016,3465.779
Heat,France,2017,3583.015
Heat,France,2018,3517.543
Heat,France,2019,3703.499
Heat,France,2020,3593.413
Heat,France,2021,4137.57
Heat,France,2022,3978.836
Heat,Georgia,2013,0
Heat,Georgia,2014,0
Heat,Georgia,2015,0
Heat,Georgia,2016,0
Heat,Georgia,2017,0
Heat,Georgia,2018,0
Heat,Georgia,2019,0
Heat,Georgia,2020,0
Heat,Georgia,2021,0
Heat,Georgia,2022,0
Heat,Croatia,2011,238.273
Heat,Croatia,2012,228.934
Heat,Croatia,2013,231.155
Heat,Croatia,2014,193.011
Heat,Croatia,2015,212
Heat,Croatia,2016,222.461
Heat,Croatia,2017,230.804
Heat,Croatia,2018,225.803
Heat,Croatia,2019,239.199
Heat,Croatia,2020,253.112
Heat,Croatia,2021,273.283
Heat,Croatia,2022,248.206
Heat,Hungary,2011,1011.536
Heat,Hungary,2012,990.613
Heat,Hungary,2013,1041.368
Heat,Hungary,2014,906.683
Heat,Hungary,2015,984.881
Heat,Hungary,2016,1064.321
Heat,Hungary,2017,1050.611
Heat,Hungary,2018,983.735
Heat,Hungary,2019,975.9
Heat,Hungary,2020,986.219
Heat,Hungary,2021,1063.915
Heat,Hungary,2022,958.083
Heat,Ireland,2011,0
Heat,Ireland,2012,0
Heat,Ireland,2013,0
Heat,Ireland,2014,0
Heat,Ireland,2015,0
Heat,Ireland,2016,0
Heat,Ireland,2017,0
Heat,Ireland,2018,0
Heat,Ireland,2019,0
Heat,Ireland,2020,0
Heat,Ireland,2021,0
Heat,Ireland,2022,0
Heat,Iceland,2011,456.984
Heat,Iceland,2012,510.7
Heat,Iceland,2013,534.872
Heat,Iceland,2014,562.888
Heat,Iceland,2015,600.697
Heat,Iceland,2016,666.382
Heat,Iceland,2017,643.6
Heat,Iceland,2018,805.566
Heat,Iceland,2019,729.862
Heat,Iceland,2020,787.981
Heat,Iceland,2021,798.387
Heat,Italy,2011,3195.471
Heat,Italy,2012,3432.717
Heat,Italy,2013,3701.968
Heat,Italy,2014,3746.895
Heat,Italy,2015,3851.366
Heat,Italy,2016,3950.01
Heat,Italy,2017,4113.852
Heat,Italy,2018,4102.855
Heat,Italy,2019,4154.982
Heat,Italy,2020,3878.961
Heat,Italy,2021,1547.464
Heat,Italy,2022,1493.806
Heat,Lithuania,2011,869.112
Heat,Lithuania,2012,904.892
Heat,Lithuania,2013,847.616
Heat,Lithuania,2014,839.424
Heat,Lithuania,2015,798.39
Heat,Lithuania,2016,833.811
Heat,Lithuania,2017,920.632
Heat,Lithuania,2018,910.027
Heat,Lithuania,2019,845.873
Heat,Lithuania,2020,737.174
Heat,Lithuania,2021,893.093
Heat,Lithuania,2022,736.171
Heat,Luxembourg,2011,71.553
Heat,Luxembourg,2012,69.559
Heat,Luxembourg,2013,73.307
Heat,Luxembourg,2014,55.637
Heat,Luxembourg,2015,51.288
Heat,Luxembourg,2016,52.573
Heat,Luxembourg,2017,59.03
Heat,Luxembourg,2018,66.769
Heat,Luxembourg,2019,85.562
Heat,Luxembourg,2020,120.577
Heat,Luxembourg,2021,129.6
Heat,Luxembourg,2022,119.367
Heat,Latvia,2011,499.092
Heat,Latvia,2012,534.848
Heat,Latvia,2013,518.248
Heat,Latvia,2014,504.896
Heat,Latvia,2015,503.989
Heat,Latvia,2016,581.16
Heat,Latvia,2017,604.779
Heat,Latvia,2018,601.755
Heat,Latvia,2019,580.976
Heat,Latvia,2020,554.808
Heat,Latvia,2021,643.488
Heat,Latvia,2022,564.528
Heat,Moldova,2011,231.585
Heat,Moldova,2012,217.827
Heat,Moldova,2013,213.624
Heat,Moldova,2014,209.874
Heat,Moldova,2015,202.302
Heat,Moldova,2016,214.078
Heat,Moldova,2017,203.568
Heat,Moldova,2018,214.078
Heat,Moldova,2019,195.28
Heat,Moldova,2020,189.309
Heat,Moldova,2021,215.964
Heat,Moldova,2022,180.161
Heat,Montenegro,2011,0
Heat,Montenegro,2012,0
Heat,Montenegro,2013,0
Heat,Montenegro,2014,0
Heat,Montenegro,2015,0
Heat,Montenegro,2016,0
Heat,Montenegro,2017,0
Heat,Montenegro,2018,0
Heat,Montenegro,2019,0
Heat,Montenegro,2020,0
Heat,Montenegro,2021,0
Heat,Montenegro,2022,0
Heat,North Macedonia,2011,56.869
Heat,North Macedonia,2012,51.83
Heat,North Macedonia,2013,43.542
Heat,North Macedonia,2014,40.413
Heat,North Macedonia,2015,46.073
Heat,North Macedonia,2016,46.05
Heat,North Macedonia,2017,49.931
Heat,North Macedonia,2018,46.53
Heat,North Macedonia,2019,43.135
Heat,North Macedonia,2020,46.095
Heat,North Macedonia,2021,56.935
Heat,North Macedonia,2022,44.174
Heat,Malta,2011,0.119
Heat,Malta,2012,0.191
Heat,Malta,2013,0.024
Heat,Malta,2014,0.024
Heat,Malta,2015,0.143
Heat,Malta,2016,0.072
Heat,Malta,2017,0
Heat,Malta,2018,0.01
Heat,Malta,2019,0.021
Heat,Malta,2020,0
Heat,Malta,2021,0
Heat,Malta,2022,0
Heat,Netherlands,2011,2849.838
Heat,Netherlands,2012,2688.426
Heat,Netherlands,2013,2693.322
Heat,Netherlands,2014,2605.689
Heat,Netherlands,2015,2265.243
Heat,Netherlands,2016,2217.542
Heat,Netherlands,2017,2107.563
Heat,Netherlands,2018,2003.503
Heat,Netherlands,2019,2075.748
Heat,Netherlands,2020,1898.586
Heat,Netherlands,2021,2003.858
Heat,Netherlands,2022,1828.898
Heat,Norway,2011,326.5
Heat,Norway,2012,368.399
Heat,Norway,2013,409.176
Heat,Norway,2014,389.293
Heat,Norway,2015,420.707
Heat,Norway,2016,455.903
Heat,Norway,2017,476.442
Heat,Norway,2018,499.272
Heat,Norway,2019,497.673
Heat,Norway,2020,455.226
Heat,Norway,2021,558.12
Heat,Norway,2022,528.844
Heat,Poland,2011,5820.292
Heat,Poland,2012,5983.83
Heat,Poland,2013,5953.807
Heat,Poland,2014,5446.666
Heat,Poland,2015,5462.262
Heat,Poland,2016,5669.127
Heat,Poland,2017,5817.119
Heat,Poland,2018,5595.129
Heat,Poland,2019,5577.338
Heat,Poland,2020,5602.444
Heat,Poland,2021,5974.038
Heat,Poland,2022,5625.62
Heat,Portugal,2011,334.026
Heat,Portugal,2012,345.108
Heat,Portugal,2013,351.939
Heat,Portugal,2014,269.968
Heat,Portugal,2015,243.647
Heat,Portugal,2016,211.307
Heat,Portugal,2017,205.515
Heat,Portugal,2018,230.208
Heat,Portugal,2019,247.219
Heat,Portugal,2020,225.384
Heat,Portugal,2021,200.528
Heat,Portugal,2022,156.101
Heat,Romania,2011,1661.078
Heat,Romania,2012,1502.866
Heat,Romania,2013,1413.896
Heat,Romania,2014,1269.012
Heat,Romania,2015,1273.407
Heat,Romania,2016,1283.486
Heat,Romania,2017,1263.638
Heat,Romania,2018,1244.053
Heat,Romania,2019,1102.964
Heat,Romania,2020,1022.004
Heat,Romania,2021,1037.57
Heat,Romania,2022,901.854
Heat,Serbia,2011,883.921
Heat,Serbia,2012,729.435
Heat,Serbia,2013,717.636
Heat,Serbia,2014,620.76
Heat,Serbia,2015,716.251
Heat,Serbia,2016,729.674
Heat,Serbia,2017,751.189
Heat,Serbia,2018,738.425
Heat,Serbia,2019,687.391
Heat,Serbia,2020,752.049
Heat,Serbia,2021,782.567
Heat,Serbia,2022,701.76
Heat,Sweden,2011,4134.661
Heat,Sweden,2012,4499.045
Heat,Sweden,2013,4456.052
Heat,Sweden,2014,4174.119
Heat,Sweden,2015,4192.701
Heat,Sweden,2016,4430.209
Heat,Sweden,2017,4373.125
Heat,Sweden,2018,4388.172
Heat,Sweden,2019,4327.362
Heat,Sweden,2020,4084.026
Heat,Sweden,2021,4691.268
Heat,Sweden,2022,4414.947
Heat,Slovenia,2011,190.503
Heat,Slovenia,2012,182.574
Heat,Slovenia,2013,182.98
Heat,Slovenia,2014,153.936
Heat,Slovenia,2015,169.222
Heat,Slovenia,2016,174.501
Heat,Slovenia,2017,181.056
Heat,Slovenia,2018,175.428
Heat,Slovenia,2019,171.74
Heat,Slovenia,2020,172.982
Heat,Slovenia,2021,186.276
Heat,Slovenia,2022,161.238
Heat,Slovakia,2011,767.484
Heat,Slovakia,2012,762.945
Heat,Slovakia,2013,742.644
Heat,Slovakia,2014,609.63
Heat,Slovakia,2015,632.249
Heat,Slovakia,2016,669.533
Heat,Slovakia,2017,669.366
Heat,Slovakia,2018,560.81
Heat,Slovakia,2019,547.554
Heat,Slovakia,2020,546.264
Heat,Slovakia,2021,588.254
Heat,Slovakia,2022,535.636
Heat,Türkiye,2011,1216.132
Heat,Türkiye,2012,1225.685
Heat,Türkiye,2013,1212.525
Heat,Türkiye,2014,1156.253
Heat,Türkiye,2015,991.115
Heat,Türkiye,2016,927.654
Heat,Türkiye,2017,1034.22
Heat,Türkiye,2018,993.911
Heat,Türkiye,2019,1026.813
Heat,Türkiye,2020,1089.156
Heat,Türkiye,2021,1035.743
Heat,Türkiye,2022,939.302
Heat,Ukraine,2011,11953.115
Heat,Ukraine,2012,11867.488
Heat,Ukraine,2013,11704.739
Heat,Ukraine,2014,8934.723
Heat,Ukraine,2015,7528.685
Heat,Ukraine,2016,8336.008
Heat,Ukraine,2017,7839.615
Heat,Ukraine,2018,7523.264
Heat,Ukraine,2019,7179.292
Heat,Ukraine,2020,7176.603
Heat,United Kingdom,2011,1205.718
Heat,United Kingdom,2012,1222.151
Heat,United Kingdom,2013,1192.414
Heat,United Kingdom,2014,1154.748
Heat,United Kingdom,2015,1236.465
Heat,United Kingdom,2016,1239.335
Heat,United Kingdom,2017,1270.792
Heat,United Kingdom,2018,1267.381
Heat,United Kingdom,2019,1244.228
Heat,Kosovo*,2011,3.057
Heat,Kosovo*,2012,3.439
Heat,Kosovo*,2013,3.678
Heat,Kosovo*,2014,4.084
Heat,Kosovo*,2015,9.506
Heat,Kosovo*,2016,13.447
Heat,Kosovo*,2017,14.605
Heat,Kosovo*,2018,14.772
Heat,Kosovo*,2019,14.781
Heat,Kosovo*,2020,17.738
Heat,Kosovo*,2021,19.625
Heat,Kosovo*,2022,19.736
Nuclear heat,Albania,2011,
Nuclear heat,Albania,2012,
Nuclear heat,Albania,2013,
Nuclear heat,Albania,2014,
Nuclear heat,Albania,2015,
Nuclear heat,Albania,2016,
Nuclear heat,Albania,2017,
Nuclear heat,Albania,2018,
Nuclear heat,Albania,2019,
Nuclear heat,Albania,2020,
Nuclear heat,Albania,2021,
Nuclear heat,Albania,2022,
Nuclear heat,Austria,2011,
Nuclear heat,Austria,2012,
Nuclear heat,Austria,2013,
Nuclear heat,Austria,2014,
Nuclear heat,Austria,2015,
Nuclear heat,Austria,2016,
Nuclear heat,Austria,2017,
Nuclear heat,Austria,2018,
Nuclear heat,Austria,2019,
Nuclear heat,Austria,2020,
Nuclear heat,Austria,2021,
Nuclear heat,Austria,2022,
Nuclear heat,Bosnia and Herzegovina,2014,
Nuclear heat,Bosnia and Herzegovina,2015,
Nuclear heat,Bosnia and Herzegovina,2016,
