country,year,energy_type,production
Montenegro,2017,Natural gas,0.000
Montenegro,2018,Natural gas,0.000
Montenegro,2019,Natural gas,0.000
Montenegro,2020,Natural gas,0.000
Montenegro,2021,Natural gas,0.000
Montenegro,2022,Natural gas,0.000
North Macedonia,2011,Natural gas,110.297
North Macedonia,2012,Natural gas,114.467
North Macedonia,2013,Natural gas,129.557
North Macedonia,2014,Natural gas,111.156
North Macedonia,2015,Natural gas,111.973
North Macedonia,2016,Natural gas,176.056
North Macedonia,2017,Natural gas,226.416
North Macedonia,2018,Natural gas,208.834
North Macedonia,2019,Natural gas,244.132
North Macedonia,2020,Natural gas,279.469
North Macedonia,2021,Natural gas,354.808
North Macedonia,2022,Natural gas,239.696
Malta,2011,Natural gas,0.000
Malta,2012,Natural gas,0.000
Malta,2013,Natural gas,0.000
Malta,2014,Natural gas,0.000
Malta,2015,Natural gas,0.000
Malta,2016,Natural gas,0.000
Malta,2017,Natural gas,241.721
Malta,2018,Natural gas,292.925
Malta,2019,Natural gas,306.204
Malta,2020,Natural gas,318.243
Malta,2021,Natural gas,319.117
Malta,2022,Natural gas,322.792
Netherlands,2011,Natural gas,35043.348
Netherlands,2012,Natural gas,33486.088
Netherlands,2013,Natural gas,33380.679
Netherlands,2014,Natural gas,29102.733
Netherlands,2015,Natural gas,28631.913
Netherlands,2016,Natural gas,30037.267
Netherlands,2017,Natural gas,31163.716
Netherlands,2018,Natural gas,30741.797
Netherlands,2019,Natural gas,32058.887
Netherlands,2020,Natural gas,31448.528
Netherlands,2021,Natural gas,30154.841
Netherlands,2022,Natural gas,23359.485
Norway,2011,Natural gas,5059.948
Norway,2012,Natural gas,5487.217
Norway,2013,Natural gas,5620.457
Norway,2014,Natural gas,5727.762
Norway,2015,Natural gas,6198.209
Norway,2016,Natural gas,5571.037
Norway,2017,Natural gas,4981.841
Norway,2018,Natural gas,5510.691
Norway,2019,Natural gas,4981.243
Norway,2020,Natural gas,4542.935
Norway,2021,Natural gas,5014.705
Norway,2022,Natural gas,3992.965
Poland,2011,Natural gas,12836.393
Poland,2012,Natural gas,13680.288
Poland,2013,Natural gas,13735.834
Poland,2014,Natural gas,13404.428
Poland,2015,Natural gas,13775.774
Poland,2016,Natural gas,14633.405
Poland,2017,Natural gas,15444.888
Poland,2018,Natural gas,16124.103
Poland,2019,Natural gas,16227.909
Poland,2020,Natural gas,17440.338
Poland,2021,Natural gas,18230.683
Poland,2022,Natural gas,15044.001
Portugal,2011,Natural gas,4463.650
Portugal,2012,Natural gas,3932.631
Portugal,2013,Natural gas,3755.868
Portugal,2014,Natural gas,3473.345
Portugal,2015,Natural gas,4050.882
Portugal,2016,Natural gas,4322.843
Portugal,2017,Natural gas,5415.396
Portugal,2018,Natural gas,5043.470
Portugal,2019,Natural gas,5302.668
Portugal,2020,Natural gas,5204.051
Portugal,2021,Natural gas,4972.747
Portugal,2022,Natural gas,4818.007
Romania,2011,Natural gas,11105.052
Romania,2012,Natural gas,10777.386
Romania,2013,Natural gas,9838.951
Romania,2014,Natural gas,9349.205
Romania,2015,Natural gas,8917.304
Romania,2016,Natural gas,9023.741
Romania,2017,Natural gas,9707.884
Romania,2018,Natural gas,9942.380
Romania,2019,Natural gas,9264.815
Romania,2020,Natural gas,9684.052
Romania,2021,Natural gas,9947.512
Romania,2022,Natural gas,8350.252
Serbia,2011,Natural gas,1902.601
Serbia,2012,Natural gas,1677.859
Serbia,2013,Natural gas,1866.552
Serbia,2014,Natural gas,1608.952
Serbia,2015,Natural gas,1750.354
Serbia,2016,Natural gas,1891.370
Serbia,2017,Natural gas,2117.196
Serbia,2018,Natural gas,2131.883
Serbia,2019,Natural gas,1993.255
Serbia,2020,Natural gas,1989.471
Serbia,2021,Natural gas,2394.543
Serbia,2022,Natural gas,2315.305
Sweden,2011,Natural gas,1158.641
Sweden,2012,Natural gas,1006.599
Sweden,2013,Natural gas,955.288
Sweden,2014,Natural gas,794.046
Sweden,2015,Natural gas,723.603
Sweden,2016,Natural gas,818.237
Sweden,2017,Natural gas,919.596
Sweden,2018,Natural gas,1000.623
Sweden,2019,Natural gas,942.590
Sweden,2020,Natural gas,1252.973
Sweden,2021,Natural gas,1006.494
Sweden,2022,Natural gas,645.005
Slovenia,2011,Natural gas,737.618
Slovenia,2012,Natural gas,710.082
Slovenia,2013,Natural gas,691.853
Slovenia,2014,Natural gas,626.010
Slovenia,2015,Natural gas,664.316
Slovenia,2016,Natural gas,705.052
Slovenia,2017,Natural gas,738.642
Slovenia,2018,Natural gas,724.718
Slovenia,2019,Natural gas,735.615
Slovenia,2020,Natural gas,735.545
Slovenia,2021,Natural gas,775.182
Slovenia,2022,Natural gas,683.544
Slovakia,2011,Natural gas,4637.059
Slovakia,2012,Natural gas,4365.327
Slovakia,2013,Natural gas,4558.040
Slovakia,2014,Natural gas,3772.334
Slovakia,2015,Natural gas,3879.450
Slovakia,2016,Natural gas,3895.335
Slovakia,2017,Natural gas,4136.668
Slovakia,2018,Natural gas,4077.061
Slovakia,2019,Natural gas,4086.223
Slovakia,2020,Natural gas,4088.253
Slovakia,2021,Natural gas,4551.055
Slovakia,2022,Natural gas,3791.807
Türkiye,2011,Natural gas,36788.543
Türkiye,2012,Natural gas,37261.887
Türkiye,2013,Natural gas,37555.782
Türkiye,2014,Natural gas,40204.536
Türkiye,2015,Natural gas,39383.233
Türkiye,2016,Natural gas,38262.359
Türkiye,2017,Natural gas,44232.321
Türkiye,2018,Natural gas,41017.479
Türkiye,2019,Natural gas,37044.690
Türkiye,2020,Natural gas,39670.098
Türkiye,2021,Natural gas,49063.001
Türkiye,2022,Natural gas,41978.815
Ukraine,2011,Natural gas,46853.138
Ukraine,2012,Natural gas,43035.103
Ukraine,2013,Natural gas,39460.942
Ukraine,2014,Natural gas,33450.301
Ukraine,2015,Natural gas,26083.018
Ukraine,2016,Natural gas,25600.064
Ukraine,2017,Natural gas,24553.629
Ukraine,2018,Natural gas,25652.890
Ukraine,2019,Natural gas,23436.853
Ukraine,2020,Natural gas,23924.421
United Kingdom,2011,Natural gas,70343.164
United Kingdom,2012,Natural gas,66385.361
United Kingdom,2013,Natural gas,65783.813
United Kingdom,2014,Natural gas,59939.785
United Kingdom,2015,Natural gas,61246.473
United Kingdom,2016,Natural gas,68954.881
United Kingdom,2017,Natural gas,67275.743
United Kingdom,2018,Natural gas,68075.045
United Kingdom,2019,Natural gas,66833.790
Kosovo*,2011,Natural gas,0.000
Kosovo*,2012,Natural gas,0.000
Kosovo*,2013,Natural gas,0.000
Kosovo*,2014,Natural gas,0.000
Kosovo*,2015,Natural gas,0.000
Kosovo*,2016,Natural gas,0.000
Kosovo*,2017,Natural gas,0.000
Kosovo*,2018,Natural gas,0.000
Kosovo*,2019,Natural gas,0.000
Kosovo*,2020,Natural gas,0.000
Kosovo*,2021,Natural gas,0.000
Kosovo*,2022,Natural gas,0.000
Albania,2011,Heat,0.000
Albania,2012,Heat,0.000
Albania,2013,Heat,0.000
Albania,2014,Heat,0.000
Albania,2015,Heat,0.000
Albania,2016,Heat,0.000
Albania,2017,Heat,0.000
Albania,2018,Heat,0.000
Albania,2019,Heat,0.000
Albania,2020,Heat,0.000
Albania,2021,Heat,0.000
Albania,2022,Heat,0.000
Austria,2011,Heat,4.348
Austria,2012,Heat,4.350
Austria,2013,Heat,4.784
Austria,2014,Heat,4.579
Austria,2015,Heat,5.083
Austria,2016,Heat,5.287
Austria,2017,Heat,4.273
Austria,2018,Heat,4.492
Austria,2019,Heat,4.363
Austria,2020,Heat,3.437
Austria,2021,Heat,4.044
Austria,2022,Heat,3.469
Bosnia and Herzegovina,2014,Heat,0.000
Bosnia and Herzegovina,2015,Heat,0.000
Bosnia and Herzegovina,2016,Heat,0.000
Bosnia and Herzegovina,2017,Heat,0.000
Bosnia and Herzegovina,2018,Heat,0.000
Bosnia and Herzegovina,2019,Heat,0.000
Bosnia and Herzegovina,2020,Heat,0.000
Bosnia and Herzegovina,2021,Heat,0.000
Bosnia and Herzegovina,2022,Heat,0.000
Belgium,2011,Heat,217.485
Belgium,2012,Heat,262.022
Belgium,2013,Heat,304.607
Belgium,2014,Heat,306.333
Belgium,2015,Heat,296.210
Belgium,2016,Heat,358.584
Belgium,2017,Heat,362.117
Belgium,2018,Heat,327.884
Belgium,2019,Heat,309.551
Belgium,2020,Heat,321.945
Belgium,2021,Heat,316.763
Belgium,2022,Heat,292.795
Bulgaria,2011,Heat,75.418
Bulgaria,2012,Heat,55.962
Bulgaria,2013,Heat,50.330
Bulgaria,2014,Heat,41.698
Bulgaria,2015,Heat,43.317
Bulgaria,2016,Heat,51.873
Bulgaria,2017,Heat,49.897
Bulgaria,2018,Heat,47.254
Bulgaria,2019,Heat,58.272
Bulgaria,2020,Heat,64.050
Bulgaria,2021,Heat,60.852
Bulgaria,2022,Heat,64.551
Cyprus,2011,Heat,0.000
Cyprus,2012,Heat,0.000
Cyprus,2013,Heat,0.000
Cyprus,2014,Heat,0.000
Cyprus,2015,Heat,0.000
Cyprus,2016,Heat,0.000
Cyprus,2017,Heat,0.000
Cyprus,2018,Heat,0.000
Cyprus,2019,Heat,0.000
Cyprus,2020,Heat,0.000
Cyprus,2021,Heat,0.000
Cyprus,2022,Heat,0.000
Czechia,2011,Heat,1.099
Czechia,2012,Heat,1.505
Czechia,2013,Heat,3.607
Czechia,2014,Heat,5.704
Czechia,2015,Heat,2.847
Czechia,2016,Heat,9.664
Czechia,2017,Heat,10.065
Czechia,2018,Heat,22.495
Czechia,2019,Heat,21.622
Czechia,2020,Heat,20.907
Czechia,2021,Heat,21.120
Czechia,2022,Heat,20.547
Germany,2011,Heat,-5.685
Germany,2012,Heat,-5.995
Germany,2013,Heat,-3.798
Germany,2014,Heat,-3.368
Germany,2015,Heat,-3.463
Germany,2016,Heat,-3.105
Germany,2017,Heat,-2.962
Germany,2018,Heat,0.000
Germany,2019,Heat,0.000
Germany,2020,Heat,0.000
Germany,2021,Heat,0.000
Germany,2022,Heat,0.000
Denmark,2011,Heat,3.630
Denmark,2012,Heat,3.822
Denmark,2013,Heat,3.702
Denmark,2014,Heat,3.368
Denmark,2015,Heat,3.597
Denmark,2016,Heat,3.061
Denmark,2017,Heat,2.956
Denmark,2018,Heat,2.711
Denmark,2019,Heat,2.547
Denmark,2020,Heat,2.558
Denmark,2021,Heat,2.650
Denmark,2022,Heat,2.438
Estonia,2011,Heat,0.000
Estonia,2012,Heat,0.000
Estonia,2013,Heat,0.000
Estonia,2014,Heat,0.000
Estonia,2015,Heat,0.000
Estonia,2016,Heat,0.000
Estonia,2017,Heat,0.000
Estonia,2018,Heat,0.000
Estonia,2019,Heat,0.000
Estonia,2020,Heat,0.000
Estonia,2021,Heat,0.000
Estonia,2022,Heat,0.000
Greece,2011,Heat,0.000
Greece,2012,Heat,0.000
Greece,2013,Heat,0.000
Greece,2014,Heat,0.000
Greece,2015,Heat,0.000
Greece,2016,Heat,0.000
Greece,2017,Heat,0.000
Greece,2018,Heat,0.000
Greece,2019,Heat,0.000
Greece,2020,Heat,0.000
Greece,2021,Heat,0.000
Greece,2022,Heat,0.000
Spain,2011,Heat,0.000
Spain,2012,Heat,0.000
Spain,2013,Heat,0.000
Spain,2014,Heat,0.000
Spain,2015,Heat,0.000
Spain,2016,Heat,0.000
Spain,2017,Heat,0.000
Spain,2018,Heat,0.000
Spain,2019,Heat,0.000
Spain,2020,Heat,0.000
Spain,2021,Heat,0.000
Spain,2022,Heat,0.000
Finland,2011,Heat,107.868
Finland,2012,Heat,137.508
Finland,2013,Heat,152.971
Finland,2014,Heat,155.049
Finland,2015,Heat,135.058
Finland,2016,Heat,164.842
Finland,2017,Heat,158.226
Finland,2018,Heat,149.699
Finland,2019,Heat,152.589
Finland,2020,Heat,138.440
Finland,2021,Heat,139.906
Finland,2022,Heat,133.544
France,2011,Heat,0.000
France,2012,Heat,0.000
France,2013,Heat,0.000
France,2014,Heat,0.000
France,2015,Heat,0.000
France,2016,Heat,0.000
France,2017,Heat,0.000
France,2018,Heat,0.000
France,2019,Heat,0.000
France,2020,Heat,0.000
France,2021,Heat,0.000
France,2022,Heat,0.000
Georgia,2013,Heat,0.000
Georgia,2014,Heat,0.000
Georgia,2015,Heat,0.000
Georgia,2016,Heat,0.000
Georgia,2017,Heat,0.000
Georgia,2018,Heat,0.000
Georgia,2019,Heat,0.000
Georgia,2020,Heat,0.000
Georgia,2021,Heat,0.000
Georgia,2022,Heat,0.000
Croatia,2011,Heat,0.000
Croatia,2012,Heat,0.000
Croatia,2013,Heat,0.000
Croatia,2014,Heat,0.000
Croatia,2015,Heat,0.000
Croatia,2016,Heat,0.000
Croatia,2017,Heat,0.000
Croatia,2018,Heat,0.000
Croatia,2019,Heat,0.000
Croatia,2020,Heat,0.000
Croatia,2021,Heat,0.000
Croatia,2022,Heat,0.000
Hungary,2011,Heat,0.000
Hungary,2012,Heat,0.000
Hungary,2013,Heat,0.000
Hungary,2014,Heat,0.000
Hungary,2015,Heat,0.000
Hungary,2016,Heat,0.000
Hungary,2017,Heat,0.000
Hungary,2018,Heat,0.000
Hungary,2019,Heat,0.000
Hungary,2020,Heat,0.000
Hungary,2021,Heat,0.000
Hungary,2022,Heat,0.000
Ireland,2011,Heat,0.000
Ireland,2012,Heat,0.000
Ireland,2013,Heat,0.000
Ireland,2014,Heat,0.000
Ireland,2015,Heat,0.000
Ireland,2016,Heat,0.000
Ireland,2017,Heat,0.000
Ireland,2018,Heat,0.000
Ireland,2019,Heat,0.000
Ireland,2020,Heat,0.000
Ireland,2021,Heat,0.000
Ireland,2022,Heat,0.000
Iceland,2011,Heat,0.000
Iceland,2012,Heat,0.000
Iceland,2013,Heat,0.000
Iceland,2014,Heat,0.000
Iceland,2015,Heat,0.000
Iceland,2016,Heat,0.000
Iceland,2017,Heat,0.000
Iceland,2018,Heat,0.000
Iceland,2019,Heat,0.000
Iceland,2020,Heat,0.000
Iceland,2021,Heat,0.000
Italy,2011,Heat,0.000
Italy,2012,Heat,0.000
Italy,2013,Heat,0.000
Italy,2014,Heat,0.000
Italy,2015,Heat,0.000
Italy,2016,Heat,0.000
Italy,2017,Heat,0.000
Italy,2018,Heat,0.000
Italy,2019,Heat,0.000
Italy,2020,Heat,0.000
Italy,2021,Heat,0.000
Italy,2022,Heat,0.000
Lithuania,2011,Heat,288.416
Lithuania,2012,Heat,274.945
Lithuania,2013,Heat,264.388
Lithuania,2014,Heat,300.506
Lithuania,2015,Heat,274.864
Lithuania,2016,Heat,272.045
Lithuania,2017,Heat,324.029
Lithuania,2018,Heat,309.072
Lithuania,2019,Heat,301.892
Lithuania,2020,Heat,230.427
Lithuania,2021,Heat,240.016
Lithuania,2022,Heat,97.228
Luxembourg,2011,Heat,0.000
Luxembourg,2012,Heat,0.000
Luxembourg,2013,Heat,0.000
Luxembourg,2014,Heat,0.000
Luxembourg,2015,Heat,0.000
Luxembourg,2016,Heat,0.000
Luxembourg,2017,Heat,0.000
Luxembourg,2018,Heat,0.000
Luxembourg,2019,Heat,0.000
Luxembourg,2020,Heat,0.000
Luxembourg,2021,Heat,0.000
Luxembourg,2022,Heat,0.000
Latvia,2011,Heat,0.000
Latvia,2012,Heat,0.000
Latvia,2013,Heat,0.000
Latvia,2014,Heat,0.000
Latvia,2015,Heat,0.000
Latvia,2016,Heat,0.000
Latvia,2017,Heat,0.000
Latvia,2018,Heat,0.000
Latvia,2019,Heat,0.000
Latvia,2020,Heat,0.000
Latvia,2021,Heat,0.000
Latvia,2022,Heat,0.000
Moldova,2011,Heat,0.000
Moldova,2012,Heat,0.000
Moldova,2013,Heat,0.000
Moldova,2014,Heat,0.000
Moldova,2015,Heat,0.000
Moldova,2016,Heat,0.000
Moldova,2017,Heat,0.000
Moldova,2018,Heat,0.000
Moldova,2019,Heat,0.000
Moldova,2020,Heat,0.000
Moldova,2021,Heat,0.000
Moldova,2022,Heat,0.000
Montenegro,2011,Heat,0.000
Montenegro,2012,Heat,0.000
Montenegro,2013,Heat,0.000
Montenegro,2014,Heat,0.000
Montenegro,2015,Heat,0.000
Montenegro,2016,Heat,0.000
Montenegro,2017,Heat,0.000
Montenegro,2018,Heat,0.000
Montenegro,2019,Heat,0.000
Montenegro,2020,Heat,0.000
Montenegro,2021,Heat,0.000
Montenegro,2022,Heat,0.000
North Macedonia,2011,Heat,0.000
North Macedonia,2012,Heat,0.000
North Macedonia,2013,Heat,0.000
North Macedonia,2014,Heat,0.000
North Macedonia,2015,Heat,0.000
North Macedonia,2016,Heat,0.000
North Macedonia,2017,Heat,0.000
North Macedonia,2018,Heat,0.000
North Macedonia,2019,Heat,0.000
North Macedonia,2020,Heat,0.000
North Macedonia,2021,Heat,0.000
North Macedonia,2022,Heat,0.000
Malta,2011,Heat,0.000
Malta,2012,Heat,0.000
Malta,2013,Heat,0.000
Malta,2014,Heat,0.000
Malta,2015,Heat,0.000
Malta,2016,Heat,0.000
Malta,2017,Heat,0.000
Malta,2018,Heat,0.000
Malta,2019,Heat,0.000
Malta,2020,Heat,0.000
Malta,2021,Heat,0.000
Malta,2022,Heat,0.000
Netherlands,2011,Heat,0.000
Netherlands,2012,Heat,0.000
Netherlands,2013,Heat,0.000
Netherlands,2014,Heat,0.000
Netherlands,2015,Heat,159.831
Netherlands,2016,Heat,174.976
Netherlands,2017,Heat,197.738
Netherlands,2018,Heat,192.171
Netherlands,2019,Heat,215.704
Netherlands,2020,Heat,296.613
Netherlands,2021,Heat,282.093
Netherlands,2022,Heat,257.313
Norway,2011,Heat,25.093
Norway,2012,Heat,12.969
Norway,2013,Heat,109.864
Norway,2014,Heat,135.392
Norway,2015,Heat,144.473
Norway,2016,Heat,133.219
Norway,2017,Heat,140.150
Norway,2018,Heat,144.634
Norway,2019,Heat,141.980
Norway,2020,Heat,125.047
Norway,2021,Heat,165.645
Norway,2022,Heat,200.785
Poland,2011,Heat,38.488
Poland,2012,Heat,28.915
Poland,2013,Heat,38.994
Poland,2014,Heat,51.825
Poland,2015,Heat,46.847
Poland,2016,Heat,21.625
Poland,2017,Heat,25.087
Poland,2018,Heat,22.160
Poland,2019,Heat,22.435
Poland,2020,Heat,26.597
Poland,2021,Heat,32.911
Poland,2022,Heat,22.362
Portugal,2011,Heat,1.739
Portugal,2012,Heat,2.173
Portugal,2013,Heat,1.787
Portugal,2014,Heat,2.517
Portugal,2015,Heat,3.454
Portugal,2016,Heat,0.000
Portugal,2017,Heat,0.000
Portugal,2018,Heat,0.000
Portugal,2019,Heat,0.000
Portugal,2020,Heat,0.000
Portugal,2021,Heat,0.000
Portugal,2022,Heat,0.000
Romania,2011,Heat,0.000
Romania,2012,Heat,0.000
Romania,2013,Heat,0.000
Romania,2014,Heat,0.000
Romania,2015,Heat,0.000
Romania,2016,Heat,0.000
Romania,2017,Heat,0.000
Romania,2018,Heat,0.000
Romania,2019,Heat,0.000
Romania,2020,Heat,0.000
Romania,2021,Heat,0.000
Romania,2022,Heat,0.000
Serbia,2011,Heat,0.000
Serbia,2012,Heat,0.000
Serbia,2013,Heat,0.000
Serbia,2014,Heat,0.000
Serbia,2015,Heat,0.000
Serbia,2016,Heat,0.000
Serbia,2017,Heat,0.000
Serbia,2018,Heat,0.000
Serbia,2019,Heat,0.000
Serbia,2020,Heat,0.000
Serbia,2021,Heat,0.000
Serbia,2022,Heat,0.000
Sweden,2011,Heat,0.000
Sweden,2012,Heat,0.000
Sweden,2013,Heat,0.000
Sweden,2014,Heat,0.000
Sweden,2015,Heat,0.000
Sweden,2016,Heat,0.000
Sweden,2017,Heat,0.000
Sweden,2018,Heat,0.000
Sweden,2019,Heat,0.000
Sweden,2020,Heat,0.000
Sweden,2021,Heat,0.000
Sweden,2022,Heat,0.000
Slovenia,2011,Heat,0.000
Slovenia,2012,Heat,0.000
Slovenia,2013,Heat,0.000
Slovenia,2014,Heat,0.000
Slovenia,2015,Heat,0.000
Slovenia,2016,Heat,0.000
Slovenia,2017,Heat,0.000
Slovenia,2018,Heat,0.000
Slovenia,2019,Heat,0.000
Slovenia,2020,Heat,0.000
Slovenia,2021,Heat,0.000
Slovenia,2022,Heat,0.000
Slovakia,2011,Heat,0.000
Slovakia,2012,Heat,0.000
Slovakia,2013,Heat,0.000
Slovakia,2014,Heat,1.767
Slovakia,2015,Heat,1.911
Slovakia,2016,Heat,1.982
Slovakia,2017,Heat,2.006
Slovakia,2018,Heat,1.815
Slovakia,2019,Heat,1.767
Slovakia,2020,Heat,1.648
Slovakia,2021,Heat,1.767
Slovakia,2022,Heat,1.552
Türkiye,2011,Heat,0.000
Türkiye,2012,Heat,0.000
Türkiye,2013,Heat,0.000
Türkiye,2014,Heat,0.000
Türkiye,2015,Heat,0.000
Türkiye,2016,Heat,0.000
Türkiye,2017,Heat,0.000
Türkiye,2018,Heat,0.000
Türkiye,2019,Heat,0.000
Türkiye,2020,Heat,0.000
Türkiye,2021,Heat,0.000
Türkiye,2022,Heat,0.000
Ukraine,2011,Heat,0.000
Ukraine,2012,Heat,0.000
Ukraine,2013,Heat,1000.573
Ukraine,2014,Heat,745.199
Ukraine,2015,Heat,651.180
Ukraine,2016,Heat,612.659
Ukraine,2017,Heat,553.147
Ukraine,2018,Heat,540.015
Ukraine,2019,Heat,687.745
Ukraine,2020,Heat,79.629
United Kingdom,2011,Heat,0.000
United Kingdom,2012,Heat,0.000
United Kingdom,2013,Heat,0.000
United Kingdom,2014,Heat,0.000
United Kingdom,2015,Heat,0.000
United Kingdom,2016,Heat,0.000
United Kingdom,2017,Heat,0.000
United Kingdom,2018,Heat,0.000
United Kingdom,2019,Heat,0.000
Kosovo*,2011,Heat,0.000
Kosovo*,2012,Heat,0.000
Kosovo*,2013,Heat,0.000
Kosovo*,2014,Heat,0.000
Kosovo*,2015,Heat,0.000
Kosovo*,2016,Heat,0.000
Kosovo*,2017,Heat,0.000
Kosovo*,2018,Heat,0.000
Kosovo*,2019,Heat,0.000
Kosovo*,2020,Heat,0.000
Kosovo*,2021,Heat,0.000
Kosovo*,2022,Heat,0.000
Albania,2011,Nuclear heat,0.000
Albania,2012,Nuclear heat,0.000
Albania,2013,Nuclear heat,0.000
Albania,2014,Nuclear heat,0.000
Albania,2015,Nuclear heat,0.000
Albania,2016,Nuclear heat,0.000
Albania,2017,Nuclear heat,0.000
Albania,2018,Nuclear heat,0.000
Albania,2019,Nuclear heat,0.000
Albania,2020,Nuclear heat,0.000
Albania,2021,Nuclear heat,0.000
Albania,2022,Nuclear heat,0.000
Austria,2011,Nuclear heat,0.000
Austria,2012,Nuclear heat,0.000
Austria,2013,Nuclear heat,0.000
Austria,2014,Nuclear heat,0.000
Austria,2015,Nuclear heat,0.000
Austria,2016,Nuclear heat,0.000
Austria,2017,Nuclear heat,0.000
Austria,2018,Nuclear heat,0.000
Austria,2019,Nuclear heat,0.000
Austria,2020,Nuclear heat,0.000
Austria,2021,Nuclear heat,0.000
Austria,2022,Nuclear heat,0.000
Bosnia and Herzegovina,2014,Nuclear heat,0.000
Bosnia and Herzegovina,2015,Nuclear heat,0.000
Bosnia and Herzegovina,2016,Nuclear heat,0.000
Bosnia and Herzegovina,2017,Nuclear heat,0.000
Bosnia and Herzegovina,2018,Nuclear heat,0.000
Bosnia and Herzegovina,2019,Nuclear heat,0.000
Bosnia and Herzegovina,2020,Nuclear heat,0.000
Bosnia and Herzegovina,2021,Nuclear heat,0.000
Bosnia and Herzegovina,2022,Nuclear heat,0.000
Belgium,2011,Nuclear heat,11700.611
Belgium,2012,Nuclear heat,9765.313
Belgium,2013,Nuclear heat,10336.494
Belgium,2014,Nuclear heat,8176.237
Belgium,2015,Nuclear heat,6283.178
Belgium,2016,Nuclear heat,10588.967
Belgium,2017,Nuclear heat,10299.710
Belgium,2018,Nuclear heat,6960.862
Belgium,2019,Nuclear heat,10593.545
Belgium,2020,Nuclear heat,8371.015
Belgium,2021,Nuclear heat,12223.218
Belgium,2022,Nuclear heat,10697.551
Bulgaria,2011,Nuclear heat,4105.070
Bulgaria,2012,Nuclear heat,4020.240
Bulgaria,2013,Nuclear heat,3667.580
Bulgaria,2014,Nuclear heat,4046.700
Bulgaria,2015,Nuclear heat,3912.000
Bulgaria,2016,Nuclear heat,4010.900
Bulgaria,2017,Nuclear heat,3940.700
Bulgaria,2018,Nuclear heat,4168.300
Bulgaria,2019,Nuclear heat,4301.762
Bulgaria,2020,Nuclear heat,4334.677
Bulgaria,2021,Nuclear heat,4294.944
Bulgaria,2022,Nuclear heat,4289.729
Cyprus,2011,Nuclear heat,0.000
Cyprus,2012,Nuclear heat,0.000
Cyprus,2013,Nuclear heat,0.000
Cyprus,2014,Nuclear heat,0.000
Cyprus,2015,Nuclear heat,0.000
Cyprus,2016,Nuclear heat,0.000
Cyprus,2017,Nuclear heat,0.000
Cyprus,2018,Nuclear heat,0.000
Cyprus,2019,Nuclear heat,0.000
Cyprus,2020,Nuclear heat,0.000
Cyprus,2021,Nuclear heat,0.000
Cyprus,2022,Nuclear heat,0.000
Czechia,2011,Nuclear heat,7199.850
Czechia,2012,Nuclear heat,7673.985
Czechia,2013,Nuclear heat,7758.521
Czechia,2014,Nuclear heat,7630.766
Czechia,2015,Nuclear heat,6680.352
Czechia,2016,Nuclear heat,5977.498
Czechia,2017,Nuclear heat,7016.777
Czechia,2018,Nuclear heat,7449.000
Czechia,2019,Nuclear heat,7548.204
Czechia,2020,Nuclear heat,7496.295
Czechia,2021,Nuclear heat,7641.632
Czechia,2022,Nuclear heat,7714.551
Germany,2011,Nuclear heat,27807.200
Germany,2012,Nuclear heat,25618.600
Germany,2013,Nuclear heat,25052.200
Germany,2014,Nuclear heat,25010.700
Germany,2015,Nuclear heat,23636.344
Germany,2016,Nuclear heat,21794.700
Germany,2017,Nuclear heat,19654.700
Germany,2018,Nuclear heat,19571.000
Germany,2019,Nuclear heat,19332.000
Germany,2020,Nuclear heat,16576.800
Germany,2021,Nuclear heat,17768.590
Germany,2022,Nuclear heat,8938.000
Denmark,2011,Nuclear heat,0.000
Denmark,2012,Nuclear heat,0.000
Denmark,2013,Nuclear heat,0.000
Denmark,2014,Nuclear heat,0.000
Denmark,2015,Nuclear heat,0.000
Denmark,2016,Nuclear heat,0.000
Denmark,2017,Nuclear heat,0.000
Denmark,2018,Nuclear heat,0.000
Denmark,2019,Nuclear heat,0.000
Denmark,2020,Nuclear heat,0.000
Denmark,2021,Nuclear heat,0.000
Denmark,2022,Nuclear heat,0.000
Estonia,2011,Nuclear heat,0.000
Estonia,2012,Nuclear heat,0.000
Estonia,2013,Nuclear heat,0.000
Estonia,2014,Nuclear heat,0.000
Estonia,2015,Nuclear heat,0.000
Estonia,2016,Nuclear heat,0.000
Estonia,2017,Nuclear heat,0.000
Estonia,2018,Nuclear heat,0.000
Estonia,2019,Nuclear heat,0.000
Estonia,2020,Nuclear heat,0.000
Estonia,2021,Nuclear heat,0.000
Estonia,2022,Nuclear heat,0.000
Greece,2011,Nuclear heat,0.000
Greece,2012,Nuclear heat,0.000
Greece,2013,Nuclear heat,0.000
Greece,2014,Nuclear heat,0.000
Greece,2015,Nuclear heat,0.000
Greece,2016,Nuclear heat,0.000
Greece,2017,Nuclear heat,0.000
Greece,2018,Nuclear heat,0.000
Greece,2019,Nuclear heat,0.000
Greece,2020,Nuclear heat,0.000
Greece,2021,Nuclear heat,0.000
Greece,2022,Nuclear heat,0.000
Spain,2011,Nuclear heat,15044.700
Spain,2012,Nuclear heat,15990.500
Spain,2013,Nuclear heat,14785.000
Spain,2014,Nuclear heat,14931.100
Spain,2015,Nuclear heat,14903.200
Spain,2016,Nuclear heat,15272.900
Spain,2017,Nuclear heat,15131.490
Spain,2018,Nuclear heat,14478.800
Spain,2019,Nuclear heat,15218.000
Spain,2020,Nuclear heat,15174.000
